route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id,wheelchair_accessible,bikes_allowed
"1",11399_11,11399_1,"KILIŃSKIEGO MOCHNACKIEGO",,1,1    /01,2445808,0,0
"1",11399_11,11399_10,"OGRODOWA NOWOMIEJSKA",,0,1    /01,2445809,0,0
"1",11399_11,11399_100,"OGRODOWA NOWOMIEJSKA",,0,1    /08,2445809,0,0
"15",11399_11,11399_1000,"STOKI",,0,15   /01,2445551,0,0
"G2",11399_11,11399_10000,"ŁSSE JANIKA",,0,G1   /01,2446047,0,0
"G2",11399_11,11399_10001,"RETKINIA",,1,G1   /01,2446046,0,0
"G2",11399_11,11399_10002,"ŁSSE JANIKA",,0,G1   /01,2446047,0,0
"G2",11399_11,11399_10003,"RETKINIA",,1,G1   /01,2446046,0,0
"G2",11399_11,11399_10004,"ŁSSE JANIKA",,0,G1   /01,2446047,0,0
"G2",11399_11,11399_10005,"RETKINIA",,1,G1   /01,2446045,0,0
"G2",11399_11,11399_10007,"G2 ZJAZD DO NOWE SADY",,1,G1   /01,2446044,0,0
"G2",11399_11,11399_10008,"ŁSSE JANIKA",,0,G1   /01,2446047,0,0
"G2",11399_11,11399_10009,"RETKINIA",,1,G1   /01,2446046,0,0
"15",11399_11,11399_1001,"CHOJNY KURCZAKI",,1,15   /01,2445548,0,0
"G2",11399_11,11399_10010,"ŁSSE JANIKA",,0,G1   /01,2446047,0,0
"G2",11399_11,11399_10011,"RETKINIA",,1,G1   /01,2446046,0,0
"G2",11399_11,11399_10013,"G2 ZJAZD DO NOWE SADY",,1,G1   /01,2446044,0,0
"G2",11399_11,11399_10014,"ŁSSE JANIKA",,0,G1   /02,2446047,0,0
"G2",11399_11,11399_10015,"RETKINIA",,1,G1   /02,2446046,0,0
"G2",11399_11,11399_10016,"ŁSSE JANIKA",,0,G1   /02,2446047,0,0
"G2",11399_11,11399_10017,"RETKINIA",,1,G1   /02,2446046,0,0
"G2",11399_11,11399_10018,"ŁSSE JANIKA",,0,G1   /02,2446047,0,0
"G2",11399_11,11399_10019,"RETKINIA",,1,G1   /02,2446046,0,0
"15",11399_11,11399_1002,"STOKI",,0,15   /01,2445551,0,0
"G2",11399_11,11399_10020,"ŁSSE JANIKA",,0,G1   /02,2446047,0,0
"G2",11399_11,11399_10021,"RETKINIA",,1,G1   /02,2446046,0,0
"G2",11399_11,11399_10022,"ŁSSE JANIKA",,0,G1   /02,2446047,0,0
"G2",11399_11,11399_10023,"RETKINIA",,1,G1   /02,2446046,0,0
"G2",11399_11,11399_10024,"ŁSSE JANIKA",,0,G1   /02,2446047,0,0
"G2",11399_11,11399_10025,"RETKINIA",,1,G1   /02,2446046,0,0
"G2",11399_11,11399_10027,"G2 ZJAZD DO NOWE SADY",,1,G1   /02,2446044,0,0
"G2",11399_11,11399_10028,"ŁSSE JANIKA",,0,G1   /03,2446047,0,0
"G2",11399_11,11399_10029,"RETKINIA",,1,G1   /03,2446045,0,0
"15",11399_11,11399_1003,"CHOJNY KURCZAKI",,1,15   /01,2445548,0,0
"G2",11399_11,11399_10030,"ŁSSE JANIKA",,0,G1   /03,2446047,0,0
"G2",11399_11,11399_10031,"RETKINIA",,1,G1   /03,2446046,0,0
"G2",11399_11,11399_10032,"ŁSSE JANIKA",,0,G1   /03,2446047,0,0
"G2",11399_11,11399_10033,"RETKINIA",,1,G1   /03,2446046,0,0
"G2",11399_11,11399_10035,"G2 ZJAZD DO NOWE SADY",,1,G1   /03,2446044,0,0
"G2",11399_11,11399_10036,"ŁSSE JANIKA",,0,G1   /04,2446047,0,0
"G2",11399_11,11399_10037,"RETKINIA",,1,G1   /04,2446045,0,0
"G2",11399_11,11399_10038,"ŁSSE JANIKA",,0,G1   /04,2446047,0,0
"G2",11399_11,11399_10039,"RETKINIA",,1,G1   /04,2446046,0,0
"15",11399_11,11399_1004,"STOKI",,0,15   /01,2445551,0,0
"G2",11399_11,11399_10040,"ŁSSE JANIKA",,0,G1   /04,2446047,0,0
"G2",11399_11,11399_10041,"RETKINIA",,1,G1   /04,2446046,0,0
"G2",11399_11,11399_10042,"ŁSSE JANIKA",,0,G1   /04,2446047,0,0
"G2",11399_11,11399_10043,"RETKINIA",,1,G1   /04,2446046,0,0
"G2",11399_11,11399_10044,"ŁSSE JANIKA",,0,G1   /05,2446047,0,0
"G2",11399_11,11399_10045,"RETKINIA",,1,G1   /05,2446046,0,0
"G2",11399_11,11399_10046,"ŁSSE JANIKA",,0,G1   /05,2446047,0,0
"G2",11399_11,11399_10047,"RETKINIA",,1,G1   /05,2446046,0,0
"G2",11399_11,11399_10049,"G2 ZJAZD DO NOWE SADY",,1,G1   /05,2446044,0,0
"15",11399_11,11399_1005,"CHOJNY KURCZAKI",,1,15   /01,2445548,0,0
"H",11399_11,11399_10050,"DW. ŁÓDŹ CHOJNY",,0,62   /01,2445611,0,0
"H",11399_11,11399_10051,"CHOJNY HYDRO",,0,62   /01,2445610,0,0
"H",11399_11,11399_10052,"DW. ŁÓDŹ CHOJNY",,1,62   /01,2445608,0,0
"H",11399_11,11399_10053,"CHOJNY HYDRO",,0,62   /01,2445610,0,0
"H",11399_11,11399_10054,"DW. ŁÓDŹ CHOJNY",,1,62   /01,2445608,0,0
"H",11399_11,11399_10055,"CHOJNY HYDRO",,0,62   /01,2445610,0,0
"H",11399_11,11399_10056,"DW. ŁÓDŹ CHOJNY",,1,62   /01,2445608,0,0
"H",11399_11,11399_10057,"CHOJNY HYDRO",,0,62   /01,2445610,0,0
"H",11399_11,11399_10058,"DW. ŁÓDŹ CHOJNY",,1,62   /01,2445608,0,0
"H",11399_11,11399_10059,"CHOJNY HYDRO",,0,62   /01,2445610,0,0
"H",11399_11,11399_10060,"DW. ŁÓDŹ CHOJNY",,1,62   /01,2445608,0,0
"H",11399_11,11399_10061,"DW. ŁÓDŹ CHOJNY",,0,H    /02,2445611,0,0
"H",11399_11,11399_10062,"CHOJNY HYDRO",,0,H    /02,2445610,0,0
"H",11399_11,11399_10063,"DW. ŁÓDŹ CHOJNY",,1,H    /02,2445608,0,0
"H",11399_11,11399_10064,"CHOJNY HYDRO",,0,H    /02,2445610,0,0
"H",11399_11,11399_10065,"DW. ŁÓDŹ CHOJNY",,1,H    /02,2445608,0,0
"H",11399_11,11399_10066,"DW. ŁÓDŹ CHOJNY",,0,H    /02,2445611,0,0
"H",11399_11,11399_10067,"CHOJNY HYDRO",,0,H    /02,2445610,0,0
"H",11399_11,11399_10068,"DW. ŁÓDŹ CHOJNY",,1,H    /02,2445608,0,0
"H",11399_11,11399_10069,"CHOJNY HYDRO",,0,H    /02,2445610,0,0
"15",11399_11,11399_1007,"15 DO ZAJEZDNI CHOCIANOWICE",,1,15   /01,2445542,0,0
"H",11399_11,11399_10070,"DW. ŁÓDŹ CHOJNY",,1,H    /02,2445608,0,0
"H",11399_11,11399_10071,"DW. ŁÓDŹ CHOJNY",,0,H    /03,2445611,0,0
"H",11399_11,11399_10072,"CHOJNY HYDRO",,0,H    /03,2445610,0,0
"H",11399_11,11399_10073,"DW. ŁÓDŹ CHOJNY",,1,H    /03,2445608,0,0
"H",11399_11,11399_10074,"CHOJNY HYDRO",,0,H    /03,2445610,0,0
"H",11399_11,11399_10075,"DW. ŁÓDŹ CHOJNY",,1,H    /03,2445608,0,0
"N1A",11399_11,11399_10076,"JANÓW",,0,N1   /51,2446358,0,0
"N1A",11399_11,11399_10078,"ALEKSANDRÓW ŁÓDZKI TARGOWY RYNEK",,0,N1   /51,2446357,0,0
"N1A",11399_11,11399_10079,"JANÓW",,1,N1   /51,2446356,0,0
"15",11399_11,11399_1008,"CHOJNY KURCZAKI",,0,15   /02,2445552,0,0
"N1A",11399_11,11399_10080,"ALEKSANDRÓW ŁÓDZKI TARGOWY RYNEK",,0,N1   /51,2446357,0,0
"N1A",11399_11,11399_10081,"JANÓW",,1,N1   /51,2446356,0,0
"N1A",11399_11,11399_10082,"JANÓW",,0,N1   /53,2446353,0,0
"N1A",11399_11,11399_10084,"ALEKSANDRÓW ŁÓDZKI TARGOWY RYNEK",,0,N1   /53,2446357,0,0
"N1A",11399_11,11399_10085,"JANÓW",,1,N1   /53,2446356,0,0
"N1A",11399_11,11399_10086,"ALEKSANDRÓW ŁÓDZKI TARGOWY RYNEK",,0,N1   /53,2446357,0,0
"N1A",11399_11,11399_10087,"JANÓW",,1,N1   /53,2446356,0,0
"N1A",11399_11,11399_10089,"N1A ZJAZD DO LIMANOWSKIEGO",,1,N1   /53,2446354,0,0
"N1B",11399_11,11399_10090,"JANÓW",,0,N1   /52,2445644,0,0
"N1B",11399_11,11399_10092,"TEOFILÓW ROJNA",,0,N1   /52,2445643,0,0
"N1B",11399_11,11399_10093,"JANÓW",,1,N1   /52,2445642,0,0
"N1B",11399_11,11399_10094,"TEOFILÓW ROJNA",,0,N1   /52,2445643,0,0
"N1B",11399_11,11399_10095,"JANÓW",,1,N1   /52,2445642,0,0
"N1B",11399_11,11399_10096,"TEOFILÓW ROJNA",,0,N1   /54,2445638,0,0
"N1B",11399_11,11399_10098,"JANÓW",,1,N1   /54,2445642,0,0
"N1B",11399_11,11399_10099,"TEOFILÓW ROJNA",,0,N1   /54,2445643,0,0
"1",11399_11,11399_101,"KILIŃSKIEGO MOCHNACKIEGO",,1,1    /08,2445808,0,0
"15",11399_11,11399_1010,"STOKI",,0,15   /02,2445551,0,0
"N1B",11399_11,11399_10100,"JANÓW",,1,N1   /54,2445642,0,0
"N1B",11399_11,11399_10101,"TEOFILÓW ROJNA",,0,N1   /54,2445643,0,0
"N1B",11399_11,11399_10103,"N1B ZJAZD DO LIMANOWSKIEGO",,1,N1   /54,2445641,0,0
"N1B",11399_11,11399_10104,"TEOFILÓW ROJNA",,0,N1   /55,2445645,0,0
"N1B",11399_11,11399_10106,"JANÓW",,1,N1   /55,2445642,0,0
"N1B",11399_11,11399_10107,"TEOFILÓW ROJNA",,0,N1   /55,2445643,0,0
"N1B",11399_11,11399_10108,"JANÓW",,1,N1   /55,2445642,0,0
"N1B",11399_11,11399_10109,"TEOFILÓW ROJNA",,0,N1   /55,2445643,0,0
"15",11399_11,11399_1011,"CHOJNY KURCZAKI",,1,15   /02,2445548,0,0
"N1B",11399_11,11399_10111,"N1B ZJAZD DO LIMANOWSKIEGO",,1,N1   /55,2445641,0,0
"N1B",11399_11,11399_10112,"TEOFILÓW ROJNA",,0,N1   /56,2445638,0,0
"N1B",11399_11,11399_10114,"JANÓW",,1,N1   /56,2445642,0,0
"N1B",11399_11,11399_10115,"TEOFILÓW ROJNA",,0,N1   /56,2445643,0,0
"N1B",11399_11,11399_10116,"JANÓW",,1,N1   /56,2445642,0,0
"N1B",11399_11,11399_10117,"TEOFILÓW ROJNA",,0,N1   /56,2445643,0,0
"N1B",11399_11,11399_10119,"N1B ZJAZD DO LIMANOWSKIEGO",,1,N1   /56,2445641,0,0
"15",11399_11,11399_1012,"STOKI",,0,15   /02,2445551,0,0
"N2",11399_11,11399_10120,"RADOGOSZCZ WSCHÓD",,0,N2   /51,2446310,0,0
"N2",11399_11,11399_10122,"RETKINIA",,1,N2   /51,2446307,0,0
"N2",11399_11,11399_10123,"RADOGOSZCZ WSCHÓD",,0,N2   /51,2446308,0,0
"N2",11399_11,11399_10124,"RETKINIA",,1,N2   /51,2446307,0,0
"N2",11399_11,11399_10125,"RADOGOSZCZ WSCHÓD",,0,N2   /51,2446308,0,0
"N2",11399_11,11399_10126,"RETKINIA",,1,N2   /51,2446307,0,0
"N2",11399_11,11399_10128,"N2 ZJAZD DO LIMANOWSKIEGO",,1,N2   /51,2446304,0,0
"N2",11399_11,11399_10129,"RADOGOSZCZ WSCHÓD",,0,N2   /52,2446309,0,0
"15",11399_11,11399_1013,"CHOJNY KURCZAKI",,1,15   /02,2445548,0,0
"N2",11399_11,11399_10131,"RETKINIA",,1,N2   /52,2446307,0,0
"N2",11399_11,11399_10132,"RADOGOSZCZ WSCHÓD",,0,N2   /52,2446308,0,0
"N2",11399_11,11399_10133,"RETKINIA",,1,N2   /52,2446307,0,0
"N2",11399_11,11399_10134,"RADOGOSZCZ WSCHÓD",,0,N2   /52,2446308,0,0
"N2",11399_11,11399_10135,"RETKINIA",,1,N2   /52,2446307,0,0
"N2",11399_11,11399_10137,"N2 ZJAZD DO LIMANOWSKIEGO",,1,N2   /52,2446304,0,0
"N2",11399_11,11399_10138,"RADOGOSZCZ WSCHÓD",,0,N2   /53,2446309,0,0
"15",11399_11,11399_1014,"STOKI",,0,15   /02,2445551,0,0
"N2",11399_11,11399_10140,"RETKINIA",,1,N2   /53,2446307,0,0
"N2",11399_11,11399_10141,"RADOGOSZCZ WSCHÓD",,0,N2   /53,2446308,0,0
"N2",11399_11,11399_10142,"RETKINIA",,1,N2   /53,2446307,0,0
"N2",11399_11,11399_10143,"RADOGOSZCZ WSCHÓD",,0,N2   /53,2446308,0,0
"N2",11399_11,11399_10145,"N2 ZJAZD DO LIMANOWSKIEGO",,1,N2   /53,2446306,0,0
"N2",11399_11,11399_10146,"RETKINIA",,0,N2   /54,2446303,0,0
"N2",11399_11,11399_10148,"RADOGOSZCZ WSCHÓD",,0,N2   /54,2446308,0,0
"N2",11399_11,11399_10149,"RETKINIA",,1,N2   /54,2446307,0,0
"15",11399_11,11399_1015,"CHOJNY KURCZAKI",,1,15   /02,2445548,0,0
"N2",11399_11,11399_10150,"RADOGOSZCZ WSCHÓD",,0,N2   /54,2446308,0,0
"N2",11399_11,11399_10151,"RETKINIA",,1,N2   /54,2446307,0,0
"N2",11399_11,11399_10152,"RADOGOSZCZ WSCHÓD",,0,N2   /54,2446308,0,0
"N2",11399_11,11399_10154,"N2 ZJAZD DO LIMANOWSKIEGO",,1,N2   /54,2446306,0,0
"N2",11399_11,11399_10155,"RETKINIA",,0,N2   /55,2446311,0,0
"N2",11399_11,11399_10157,"RADOGOSZCZ WSCHÓD",,0,N2   /55,2446308,0,0
"N2",11399_11,11399_10158,"RETKINIA",,1,N2   /55,2446307,0,0
"N2",11399_11,11399_10159,"RADOGOSZCZ WSCHÓD",,0,N2   /55,2446308,0,0
"15",11399_11,11399_1016,"STOKI",,0,15   /02,2445551,0,0
"N2",11399_11,11399_10160,"RETKINIA",,1,N2   /55,2446307,0,0
"N3A",11399_11,11399_10161,"INSTYTUT CZMP",,0,N3   /51,2446060,0,0
"N3A",11399_11,11399_10163,"TEOFILÓW ROJNA",,0,N3   /51,2446066,0,0
"N3A",11399_11,11399_10164,"TEOFILÓW ROJNA",,0,N3   /51,2446066,0,0
"N3A",11399_11,11399_10165,"INSTYTUT CZMP PRZEZ ŚW. WOJCIECHA",,1,N3   /51,2446064,0,0
"N3A",11399_11,11399_10167,"N3A ZJAZD DO NOWE SADY",,1,N3   /51,2446061,0,0
"N3A",11399_11,11399_10168,"INSTYTUT CZMP",,0,N3   /52,2446060,0,0
"15",11399_11,11399_1017,"CHOJNY KURCZAKI",,1,15   /02,2445548,0,0
"N3A",11399_11,11399_10170,"INSTYTUT CZMP PRZEZ ŚW. WOJCIECHA",,1,N3   /52,2446064,0,0
"N3A",11399_11,11399_10171,"TEOFILÓW ROJNA",,0,N3   /53,2446066,0,0
"N3A",11399_11,11399_10172,"TEOFILÓW ROJNA",,0,N3   /53,2446066,0,0
"N3A",11399_11,11399_10174,"N3A ZJAZD DO NOWE SADY",,1,N3   /53,2446063,0,0
"N3A",11399_11,11399_10175,"TEOFILÓW ROJNA",,0,N3   /54,2446067,0,0
"N3A",11399_11,11399_10177,"INSTYTUT CZMP PRZEZ ŚW. WOJCIECHA",,1,N3   /54,2446064,0,0
"N3A",11399_11,11399_10178,"INSTYTUT CZMP PRZEZ ŚW. WOJCIECHA",,1,N3   /54,2446064,0,0
"N3A",11399_11,11399_10179,"TEOFILÓW ROJNA",,0,N3   /55,2446066,0,0
"15",11399_11,11399_1018,"STOKI",,0,15   /02,2445551,0,0
"N3A",11399_11,11399_10180,"PLAC NIEPODLEGŁOŚCI",,0,N3   /55,2446065,0,0
"N3A",11399_11,11399_10181,"INSTYTUT CZMP",,0,N3   /56,2446068,0,0
"N3A",11399_11,11399_10183,"INSTYTUT CZMP PRZEZ ŚW. WOJCIECHA",,1,N3   /56,2446064,0,0
"N3A",11399_11,11399_10184,"INSTYTUT CZMP PRZEZ ŚW. WOJCIECHA",,1,N3   /56,2446064,0,0
"N3A",11399_11,11399_10186,"N3A ZJAZD DO NOWE SADY",,1,N3   /56,2446061,0,0
"N3B",11399_11,11399_10187,"INSTYTUT CZMP PRZEZ TRYBUNALSKA",,1,N3   /51,2446206,0,0
"N3B",11399_11,11399_10188,"TEOFILÓW ROJNA",,0,N3   /52,2446207,0,0
"N3B",11399_11,11399_10189,"TEOFILÓW ROJNA",,0,N3   /52,2446207,0,0
"15",11399_11,11399_1019,"CHOJNY KURCZAKI",,1,15   /02,2445548,0,0
"N3B",11399_11,11399_10191,"N3B ZJAZD DO NOWE SADY",,1,N3   /52,2446205,0,0
"N3B",11399_11,11399_10192,"TEOFILÓW ROJNA",,0,N3   /53,2446203,0,0
"N3B",11399_11,11399_10194,"INSTYTUT CZMP PRZEZ TRYBUNALSKA",,1,N3   /53,2446206,0,0
"N3B",11399_11,11399_10195,"INSTYTUT CZMP PRZEZ TRYBUNALSKA",,1,N3   /53,2446206,0,0
"N3B",11399_11,11399_10196,"TEOFILÓW ROJNA",,0,N3   /54,2446207,0,0
"N3B",11399_11,11399_10197,"TEOFILÓW ROJNA",,0,N3   /54,2446207,0,0
"N3B",11399_11,11399_10199,"N3B ZJAZD DO NOWE SADY",,1,N3   /54,2446205,0,0
"1",11399_11,11399_102,"OGRODOWA NOWOMIEJSKA",,0,1    /08,2445809,0,0
"N3B",11399_11,11399_10200,"TEOFILÓW ROJNA",,0,N3   /55,2446208,0,0
"N3B",11399_11,11399_10202,"INSTYTUT CZMP PRZEZ TRYBUNALSKA",,1,N3   /55,2446206,0,0
"N3B",11399_11,11399_10203,"INSTYTUT CZMP PRZEZ TRYBUNALSKA",,1,N3   /55,2446206,0,0
"N3B",11399_11,11399_10204,"TEOFILÓW ROJNA",,0,N3   /56,2446207,0,0
"N3B",11399_11,11399_10205,"TEOFILÓW ROJNA",,0,N3   /56,2446207,0,0
"N4A",11399_11,11399_10206,"STOKI SKALNA",,0,N4   /01,2445775,0,0
"N4A",11399_11,11399_10208,"CHOCIANOWICE IKEA",,1,N4   /01,2445772,0,0
"N4A",11399_11,11399_10209,"STOKI SKALNA",,0,N4   /01,2445774,0,0
"15",11399_11,11399_1021,"15 DO ZAJEZDNI CHOCIANOWICE",,1,15   /02,2445542,0,0
"N4A",11399_11,11399_10210,"CHOCIANOWICE IKEA",,1,N4   /01,2445772,0,0
"N4A",11399_11,11399_10211,"STOKI SKALNA",,0,N4   /01,2445774,0,0
"N4A",11399_11,11399_10212,"CHOCIANOWICE IKEA",,1,N4   /01,2445772,0,0
"N4A",11399_11,11399_10214,"N4A ZJAZD DO NOWE SADY",,1,N4   /01,2445771,0,0
"N4A",11399_11,11399_10215,"STOKI SKALNA",,0,N4   /02,2445775,0,0
"N4A",11399_11,11399_10217,"CHOCIANOWICE IKEA",,1,N4   /02,2445772,0,0
"N4A",11399_11,11399_10218,"STOKI SKALNA",,0,N4   /02,2445774,0,0
"N4A",11399_11,11399_10219,"CHOCIANOWICE IKEA",,1,N4   /02,2445772,0,0
"15",11399_11,11399_1022,"STOKI",,0,15   /03,2445541,0,0
"N4A",11399_11,11399_10220,"STOKI SKALNA",,0,N4   /02,2445774,0,0
"N4A",11399_11,11399_10221,"CHOCIANOWICE IKEA",,0,N4   /03,2445776,0,0
"N4A",11399_11,11399_10223,"STOKI SKALNA",,0,N4   /03,2445774,0,0
"N4A",11399_11,11399_10224,"CHOCIANOWICE IKEA",,1,N4   /03,2445772,0,0
"N4A",11399_11,11399_10225,"STOKI SKALNA",,0,N4   /03,2445774,0,0
"N4A",11399_11,11399_10226,"CHOCIANOWICE IKEA",,1,N4   /03,2445772,0,0
"N4A",11399_11,11399_10227,"STOKI SKALNA",,0,N4   /03,2445774,0,0
"N4A",11399_11,11399_10229,"N4A ZJAZD DO NOWE SADY",,1,N4   /03,2445770,0,0
"N4A",11399_11,11399_10230,"CHOCIANOWICE IKEA",,0,N4   /04,2445768,0,0
"N4A",11399_11,11399_10232,"STOKI SKALNA",,0,N4   /04,2445774,0,0
"N4A",11399_11,11399_10233,"CHOCIANOWICE IKEA",,1,N4   /04,2445772,0,0
"N4A",11399_11,11399_10234,"STOKI SKALNA",,0,N4   /04,2445774,0,0
"N4A",11399_11,11399_10235,"CHOCIANOWICE IKEA",,1,N4   /04,2445772,0,0
"N4A",11399_11,11399_10236,"PABIANICKA RONDO LOTNIKÓW LWOWSKICH",,0,N4   /04,2445773,0,0
"N4A",11399_11,11399_10237,"CHOCIANOWICE IKEA",,0,N4   /05,2445768,0,0
"N4A",11399_11,11399_10239,"STOKI SKALNA",,0,N4   /05,2445774,0,0
"15",11399_11,11399_1024,"CHOJNY KURCZAKI",,1,15   /03,2445548,0,0
"N4A",11399_11,11399_10240,"CHOCIANOWICE IKEA",,1,N4   /05,2445772,0,0
"N4A",11399_11,11399_10241,"STOKI SKALNA",,0,N4   /05,2445774,0,0
"N4A",11399_11,11399_10242,"CHOCIANOWICE IKEA",,1,N4   /05,2445772,0,0
"N4A",11399_11,11399_10244,"N4A ZJAZD DO NOWE SADY",,1,N4   /05,2445771,0,0
"N5A",11399_11,11399_10245,"JANÓW",,1,N5   /51,2446090,0,0
"N5A",11399_11,11399_10246,"RADOGOSZCZ ZACHÓD",,0,N5   /51,2446091,0,0
"N5A",11399_11,11399_10247,"RADOGOSZCZ ZACHÓD",,0,N5   /52,2446087,0,0
"N5A",11399_11,11399_10249,"JANÓW",,1,N5   /52,2446090,0,0
"15",11399_11,11399_1025,"STOKI",,0,15   /03,2445551,0,0
"N5A",11399_11,11399_10250,"RADOGOSZCZ ZACHÓD",,0,N5   /52,2446091,0,0
"N5A",11399_11,11399_10251,"JANÓW",,1,N5   /53,2446090,0,0
"N5A",11399_11,11399_10252,"JANÓW",,0,N5   /54,2446092,0,0
"N5A",11399_11,11399_10254,"RADOGOSZCZ ZACHÓD",,0,N5   /54,2446091,0,0
"N5A",11399_11,11399_10255,"JANÓW",,1,N5   /54,2446090,0,0
"N5A",11399_11,11399_10256,"RADOGOSZCZ ZACHÓD",,0,N5   /54,2446091,0,0
"N5A",11399_11,11399_10257,"JANÓW",,1,N5   /54,2446090,0,0
"N5A",11399_11,11399_10258,"JANÓW",,0,N5   /55,2446092,0,0
"15",11399_11,11399_1026,"CHOJNY KURCZAKI",,1,15   /03,2445548,0,0
"N5A",11399_11,11399_10260,"RADOGOSZCZ ZACHÓD",,0,N5   /55,2446091,0,0
"N5A",11399_11,11399_10261,"JANÓW",,1,N5   /55,2446090,0,0
"N5A",11399_11,11399_10262,"JANÓW",,1,N5   /56,2446090,0,0
"N5A",11399_11,11399_10263,"RADOGOSZCZ ZACHÓD",,0,N5   /56,2446091,0,0
"N5A",11399_11,11399_10264,"JANÓW",,1,N5   /56,2446090,0,0
"N5A",11399_11,11399_10265,"JANÓW",,0,N5   /57,2446092,0,0
"N5A",11399_11,11399_10267,"RADOGOSZCZ ZACHÓD",,0,N5   /57,2446091,0,0
"N5B",11399_11,11399_10268,"ANDRESPOL",,0,N5   /51,2445996,0,0
"15",11399_11,11399_1027,"STOKI",,0,15   /03,2445551,0,0
"N5B",11399_11,11399_10270,"RADOGOSZCZ ZACHÓD",,0,N5   /51,2445994,0,0
"N5B",11399_11,11399_10271,"ANDRESPOL",,1,N5   /52,2445992,0,0
"N5B",11399_11,11399_10272,"ROKICIŃSKA RONDO INWALIDÓW",,0,N5   /52,2445993,0,0
"N5B",11399_11,11399_10273,"RADOGOSZCZ ZACHÓD",,0,N5   /53,2445997,0,0
"N5B",11399_11,11399_10275,"ANDRESPOL",,1,N5   /53,2445992,0,0
"N5B",11399_11,11399_10276,"RADOGOSZCZ ZACHÓD",,0,N5   /53,2445994,0,0
"N5B",11399_11,11399_10277,"ANDRESPOL",,1,N5   /55,2445992,0,0
"N5B",11399_11,11399_10278,"RADOGOSZCZ ZACHÓD",,0,N5   /55,2445994,0,0
"N5B",11399_11,11399_10279,"ANDRESPOL",,0,N5   /56,2445987,0,0
"15",11399_11,11399_1028,"CHOJNY KURCZAKI",,1,15   /03,2445548,0,0
"N5B",11399_11,11399_10281,"RADOGOSZCZ ZACHÓD",,0,N5   /56,2445994,0,0
"N5B",11399_11,11399_10282,"ANDRESPOL",,1,N5   /57,2445992,0,0
"N5B",11399_11,11399_10283,"RADOGOSZCZ ZACHÓD",,0,N5   /57,2445994,0,0
"N5B",11399_11,11399_10285,"N5B ZJAZD DO LIMANOWSKIEGO",,1,N5   /57,2445991,0,0
"N6",11399_11,11399_10286,"DW. ŁÓDŹ DĄBROWA",,0,N6   /51,2446106,0,0
"N6",11399_11,11399_10288,"RONDO POWSTAŃCÓW 1863R.",,0,N6   /51,2446105,0,0
"N6",11399_11,11399_10289,"DW. ŁÓDŹ DĄBROWA",,1,N6   /51,2446104,0,0
"15",11399_11,11399_1029,"STOKI",,0,15   /03,2445551,0,0
"N6",11399_11,11399_10290,"RONDO POWSTAŃCÓW 1863R.",,0,N6   /51,2446105,0,0
"N6",11399_11,11399_10291,"DW. ŁÓDŹ DĄBROWA",,1,N6   /51,2446104,0,0
"N6",11399_11,11399_10292,"RONDO POWSTAŃCÓW 1863R.",,0,N6   /51,2446105,0,0
"N6",11399_11,11399_10293,"N6 ZJAZD DO LIMANOWSKIEGO",,1,N6   /51,2446102,0,0
"N6",11399_11,11399_10294,"DW. ŁÓDŹ DĄBROWA",,0,N6   /52,2446107,0,0
"N6",11399_11,11399_10296,"RONDO POWSTAŃCÓW 1863R.",,0,N6   /52,2446105,0,0
"N6",11399_11,11399_10297,"DW. ŁÓDŹ DĄBROWA",,1,N6   /52,2446104,0,0
"N6",11399_11,11399_10298,"RONDO POWSTAŃCÓW 1863R.",,0,N6   /52,2446105,0,0
"N6",11399_11,11399_10299,"DW. ŁÓDŹ DĄBROWA",,1,N6   /52,2446104,0,0
"1",11399_11,11399_103,"KILIŃSKIEGO MOCHNACKIEGO",,1,1    /08,2445808,0,0
"15",11399_11,11399_1030,"CHOJNY KURCZAKI",,1,15   /03,2445548,0,0
"N6",11399_11,11399_10301,"N6 ZJAZD DO LIMANOWSKIEGO",,1,N6   /52,2446103,0,0
"N6",11399_11,11399_10302,"RONDO POWSTAŃCÓW 1863R.",,0,N6   /53,2446108,0,0
"N6",11399_11,11399_10303,"DW. ŁÓDŹ DĄBROWA",,1,N6   /53,2446104,0,0
"N6",11399_11,11399_10304,"RONDO POWSTAŃCÓW 1863R.",,0,N6   /53,2446105,0,0
"N6",11399_11,11399_10305,"DW. ŁÓDŹ DĄBROWA",,1,N6   /53,2446104,0,0
"N6",11399_11,11399_10306,"RONDO POWSTAŃCÓW 1863R.",,0,N6   /53,2446105,0,0
"N6",11399_11,11399_10307,"DW. ŁÓDŹ DĄBROWA",,1,N6   /53,2446104,0,0
"N6",11399_11,11399_10309,"N6 ZJAZD DO LIMANOWSKIEGO",,1,N6   /53,2446103,0,0
"15",11399_11,11399_1031,"STOKI",,0,15   /03,2445551,0,0
"N6",11399_11,11399_10310,"RONDO POWSTAŃCÓW 1863R.",,0,N6   /54,2446099,0,0
"N6",11399_11,11399_10312,"DW. ŁÓDŹ DĄBROWA",,1,N6   /54,2446104,0,0
"N6",11399_11,11399_10313,"RONDO POWSTAŃCÓW 1863R.",,0,N6   /54,2446105,0,0
"N6",11399_11,11399_10314,"DW. ŁÓDŹ DĄBROWA",,1,N6   /54,2446104,0,0
